Released in version:,Subfeature ID,Journey,Add-on,Feature,Sub Feature,Mobile,Web,Essential,Premium,Signature
2023.05,DA.21.1.3,Quick assist,,Guided actions,Provide and configure CSR guidance for reseting password,,,false,true,true
2022.08-LTS or earlier,DA.21.1.4,Quick assist,,Guided actions,View guided action to manage user account access,,,false,true,true
2022.08-LTS or earlier,DA.21.1.5,Quick assist,,Guided actions,Notification when users account is locked,,,false,true,true
2023.05,DA.21.1.6,Quick assist,,Guided actions,Provide and configure CSR guidance for account access,,,false,true,true
2023.05,DA.21.1.7,Quick assist,,Guided actions,View guided action to Reactivate a users device,,,false,true,true
2023.05,DA.21.1.8,Quick assist,,Guided actions,Notification when users device is suspended,,,false,true,true
2023.06,DA.21.1.9,Quick assist,,Guided actions,Suggested action counter,,,false,true,true
2022.11,DA.2.1.1,Quick assist,,Conversation (live chat) action bar,Close conversation panel (Back),,,false,true,true
2022.11,DA.2.1.2,Quick assist,,Conversation  (live chat) action bar,End chat,,,false,true,true
2022.11,DA.2.1.3,Quick assist,,Conversation (live chat) action bar,Transfer chat,,,false,true,true
2022.11,DA.2.2.1,Quick assist,,Live chat panel,View sent messages,,,false,true,true
2022.11,DA.2.2.2,Quick assist,,Live chat panel,Send a message,,,false,true,true
2025.09-LTS,DA.2.2.3,Quick assist,,Messages chat panel,View message thread,,,false,true,true
2025.09-LTS,DA.2.2.4,Quick assist,,Messages chat panel,Reply to message,,,false,true,true
2022.11,DA.2.3.1,Quick assist,,Transfer chat,View available/unavailable queues to transfer chat to,,,false,true,true
2022.11,DA.2.3.2,Quick assist,,Transfer chat,Select available queue to transfer chat to,,,false,true,true
2022.11,DA.2.3.3,Quick assist,,Transfer chat,Transfer chat,,,false,true,true
2022.11,DA.2.3.4,Quick assist,,Transfer chat,Cancel (closes Transfer chat modal),,,false,true,true
2025.01,DA.2.4.1,Quick assist,,Migrate Junior to Adult,,,,false,true,true
2023.05,DA.21.2.1,Quick assist,,Build your own Quick Assist journey,Build your own Quick Assist journey,,,false,true,true
2022.11,DA.22.1.1,Chat history,,Previous chats,View a list of previous chats for a customer,,,false,true,true
2022.11,DA.22.1.2,Chat history,,Previous chats,View conversation content of a previous chat,,,false,true,true
2022.11,DA.23.1.1,User enrollment,,Search customers,Search for customers,,,false,true,true
2022.08-LTS or earlier,DA.23.2.1,User enrollment,,Manage legal entities,Create legal entity for customer,,,false,true,true
2022.08-LTS or earlier,DA.23.2.2,User enrollment,,Manage legal entities,Link or unlink legal entity accounts,,,false,true,true
2022.08-LTS or earlier,DA.24.1.1,Create user,,Manage customers,Create a new customer,,,true,true,true
2022.08-LTS or earlier,DA.24.2.1,Create user,,Search legal entities,Search for legal entity to link to customer,,,true,true,true
2022.08-LTS or earlier,DA.28.1.1,Audit,,Manage audit logs,Search for all activity in audit logs,,,true,true,true
2022.08-LTS or earlier,DA.28.1.2,Audit,,Manage audit logs,Export audit results to CSV,,,true,true,true
2023.02-LTS,DA.28.1.3,Audit,,Manage audit logs,Configure the inclusion of metadata in audit search request,,,true,true,true
2022.08-LTS or earlier,DA.29.1.1,Messaging Management,,Topic management,See a list of topics and employees subscribed to them,,,true,true,true
2022.08-LTS or earlier,DA.29.1.2,Messaging Management,,Topic management,"Create, update and delete topics",,,true,true,true
2025.03-LTS,DA.29.1.3,Messaging Management,,Topic management,Select line of business,,,true,true,true
2022.08-LTS or earlier,DA.29.2.1,Messaging Management,,Manage employees,Subscribe and unsubscribe employees to topics,,,true,true,true
2023.02-LTS,DA.30.1.1,Conversation category,,Edit conversation categories,Configure conversation summary form used by the CSR,,,false,true,true
2023.02-LTS,DA.30.2.1,Conversation category,,Save conversation categories to preview,Preview the changes made to conversation summary on current screen,,,false,true,true
2023.02-LTS,DA.30.3.1,Conversation category,,Publish conversation categories,Publish conversation categories,,,false,true,true
2023.05,DA.31.1.1,Conversation trends,,Conversation Insights,Charts,,,false,true,true
2023.05,DA.31.1.2,Conversation trends,,Conversation Insights,Toggle active/inactive,,,false,true,true
2023.06,DA.31.2.1,Conversation trends,,Conversation export,Export conversation trends in CSV & JSON,,,false,true,true
2022.11,DA.32.1.1,Chat management,,Manage agents,View agent list (online/offline),,,false,true,true
2022.11,DA.32.1.2,Chat management,,Manage agents,Select/unselect queue topics for individual agents,,,false,true,true
2022.11,DA.32.2.1,Chat management,,Manage queue topics,View queue topic list,,,false,true,true
2022.11,DA.32.2.3,Chat management,,Manage queue topics,Create new queue topic,,,false,true,true
2022.11,DA.32.2.4,Chat management,,Manage queue topics,Set one topic as the default queue,,,false,true,true
2022.11,DA.32.2.5,Chat management,,Manage queue topics,Make topic visible/not visible to customer,,,false,true,true
2022.11,DA.32.2.6,Chat management,,Manage queue topics,Archive (delete) a topic,,,false,true,true
2023.02-LTS,DA.32.2.7,Chat management,,Manage queue topics,Edit existing queue topics,,,false,true,true
2023.02-LTS,DA.32.2.8,Chat management,,Manage queue topics,Re-order queue topics,,,false,true,true
2023.12,DA.41.1.1,Appointment management,,Appointment management,Manage all appointments,,,false,true,true
2023.12,DA.41.1.2,Appointment management,,Appointment management,View & manage employee schedules,,,false,true,true
2023.12,DA.41.1.3,Appointment management,,Appointment management,Customise appointment types,,,false,true,true
2023.12,DA.41.1.4,Appointment management,,Appointment management,Manage CSR appointments access control,,,false,true,true
2022.08-LTS or earlier,DA.33.1.1,Notifications,,Notification list,View the list of notifications,,,true,true,true
2022.08-LTS or earlier,DA.33.1.2,Notifications,,Notification list,Mark notifications as read,,,true,true,true
2022.08-LTS or earlier,DA.34.1.1,Account,,User account,User account,,,true,true,true
2022.11,DA.34.1.2,Account,,User account,User account,,,true,true,true
2023.06,DA.34.2.1,Language selector,,Language selector,Choose preferred language,,,true,true,true
2023.05,DA.35.1.1,Collapsable panels,,Collapse Menu and Assist Area,Collapse Menu and Assist Area,,,true,true,true
2023.06,DA.35.2.1,Collapsable panels,,Notifications in Assist Area,Notifications in Assist Area,,,false,true,true
2025.09-LTS,DA.50.1,Settings,,Message Settings,Set Auto Reply,,,false,true,false
2022.08-LTS or earlier,DA.36.1.1,See Platform Catalog > ,,Process Orchestration >,Case Manager,,,true,true,true
2025.03-LTS,DA.44.1.1,Relationship Manager Dashboard,,Relationship Manager Dashboard,"Show the aggregate values of the associated clients' portfolios (AUM, historical, distribution, etc.)",,,false,false,true
2025.03-LTS,DA.44.1.2,Relationship Manager Dashboard,,Relationship Manager Dashboard,Display a summary of active/pending customers and the AUM Average medium of all clients,,,false,false,true
2025.03-LTS,DA.44.1.3,Relationship Manager Dashboard,,Relationship Manager Dashboard,Carrusel with latest news related,,,false,false,true
2025.03-LTS,DA.44.1.4,Relationship Manager Dashboard,,Relationship Manager Dashboard,Modal view with the new detail,,,false,false,true
2025.03-LTS,DA.44.1.5,Relationship Manager Dashboard,,News and insights,List with all the news related,,,false,false,true
2025.03-LTS,DA.44.1.6,Relationship Manager Dashboard,,News and insights,Modal view with the new detail,,,false,false,true
2022.08-LTS or earlier,DA.26.1.1,Entitlements - Access Control,,Manage Service Agreements,Create Single Service Agreement with access to hierarchy,,,true,true,true
2022.08-LTS or earlier,DA.26.1.2,Entitlements - Access Control,,Manage Service Agreements,Create Cuastom Service Agreement with one or more Legal Entities,,,true,true,true
2022.08-LTS or earlier,DA.26.1.3,Entitlements - Access Control,,Manage Service Agreements,Add Service Agreement administrator,,,true,true,true
2022.08-LTS or earlier,DA.26.1.4,Entitlements - Access Control,,Manage Service Agreements,Remove Service Agreement administrator,,,true,true,true
2022.08-LTS or earlier,DA.26.1.5,Entitlements - Access Control,,Manage Service Agreements,Modify Service Agreement name and/or description/customer category,,,true,true,true
2022.08-LTS or earlier,DA.26.1.6,Entitlements - Access Control,,Manage Service Agreements,Add Legal Entities to Service Agreement,,,true,true,true
2022.08-LTS or earlier,DA.26.1.7,Entitlements - Access Control,,Manage Service Agreements,Remove Legal Entities from Service Agreement,,,true,true,true
2022.08-LTS or earlier,DA.26.1.8,Entitlements - Access Control,,Manage Service Agreements,Define Service Agreement Start/End dates,,,true,true,true
2022.08-LTS or earlier,DA.26.1.9,Entitlements - Access Control,,Manage Service Agreements,Change what resources are shared by the participating Legal Entities in the Service Agreement (users/accounts),,,true,true,true
2022.08-LTS or earlier,DA.26.1.10,Entitlements - Access Control,,Manage Service Agreements,Disable Service Agreement as local or bank administrator,,,true,true,true
2022.08-LTS or earlier,DA.26.1.11,Entitlements - Access Control,,Manage Service Agreements,Enable Service Agreement as local or bank administrator,,,true,true,true
2022.08-LTS or earlier,DA.26.1.12,Entitlements - Access Control,,Manage Service Agreements,Search for Service Agreement,,,true,true,true
2024.1,DA.26.1.13,Entitlements - Access Control,,Manage Service Agreements,View Service Agreements (table and detail view),,,true,true,true
2025.09-LTS,DA.26.1.14,Entitlements - Access Control,,Manage Service Agreements,Manage Service Agreement Entitlements in hierarchy,,,true,true,true
2025.09-LTS,DA.26.1.15,Entitlements - Access Control,,Manage Service Agreements,Approve Service Agreement changes,,,true,true,true
2022.08-LTS or earlier,DA.26.3.1,Entitlements - Access Control,,Manage Account Groups,View Account Groups,,,true,true,true
2022.08-LTS or earlier,DA.26.3.2,Entitlements - Access Control,,Manage Account Groups,Create Account Group,,,true,true,true
2022.08-LTS or earlier,DA.26.3.3,Entitlements - Access Control,,Manage Account Groups,Edit Account Group,,,true,true,true
2022.08-LTS or earlier,DA.26.3.4,Entitlements - Access Control,,Manage Account Groups,Delete Account Group,,,true,true,true
2025.04,DA.26.3.5,Entitlements - Access Control,,Manage Account Groups,Possibility to view affected users,,,true,true,true
2025.09-LTS,DA.26.3.6,Entitlements - Access Control,,Manage Account Groups,Copy Account Group,,,true,true,true
2025.09-LTS,DA.26.3.7,Entitlements - Access Control,,Manage Account Groups,Search for Account Group,,,true,true,true
2025.09-LTS,DA.26.3.8,Entitlements - Access Control,,Manage Account Groups,Search for Accounts in Account Group,,,true,true,true
2025.09-LTS,DA.26.3.9,Entitlements - Access Control,,Manage Account Groups,Show/Hide Account Group created by Quick user setup,,,true,true,true
2025.09-LTS,DA.26.3.10,Entitlements - Access Control,,Manage Account Groups,"View account details (Acc name, number, LE name, Currency, etc)",,,true,true,true
2025.09-LTS,DA.26.3.11,Entitlements - Access Control,,Manage Account Groups,More Details - navigation to section related to Account Group usage,,,true,true,true
2025.09-LTS,DA.26.3.12,Entitlements - Access Control,,Manage Account Groups,Approve Account Group changes,,,true,true,true
2022.11,DA.26.4.1,Entitlements - Access Control,,Manage Payee Groups,View available Payee Groups,,,true,true,true
2025.04,DA.26.4.2,Entitlements - Access Control,,Manage Payee Groups,Create Payee Groups,,,true,true,true
2025.09-LTS,DA.26.4.3,Entitlements - Access Control,,Manage Payee Groups,Edit Payee Groups,,,true,true,true
2025.09-LTS,DA.26.4.4,Entitlements - Access Control,,Manage Payee Groups,Delete Payee Group,,,true,true,true
2025.09-LTS,DA.26.4.5,Entitlements - Access Control,,Manage Payee Groups,Copy Payee Groups,,,true,true,true
2025.09-LTS,DA.26.4.6,Entitlements - Access Control,,Manage Payee Groups,Search for a contact in Payee Groups,,,true,true,true
2025.09-LTS,DA.26.4.7,Entitlements - Access Control,,Manage Payee Groups,Search for a Payee Group,,,true,true,true
2025.09-LTS,DA.26.4.8,Entitlements - Access Control,,Manage Payee Groups,View Contact details in Payee Groups,,,true,true,true
2025.09-LTS,DA.26.4.9,Entitlements - Access Control,,Manage Payee Groups,More Details - navigation to section related to Payee Group usage,,,true,true,true
2025.09-LTS,DA.26.4.10,Entitlements - Access Control,,Manage Payee Groups,Approve Payee Groups changes,,,true,true,true
2022.08-LTS or earlier,DA.26.2.1,Entitlements - Access Control,,Manage Job Roles,"View Reference, Custom and Admin Job Roles",,,true,true,true
2022.08-LTS or earlier,DA.26.2.2,Entitlements - Access Control,,Manage Job Roles,"Manage Approval Level assigned to Reference, Custom and Admin Job Roles",,,true,true,true
2022.08-LTS or earlier,DA.26.2.3,Entitlements - Access Control,,Manage Job Roles,Create Custom Job Role,,,true,true,true
2025.04,DA.26.2.4,Entitlements - Access Control,,Manage Job Roles,Delete Custom Job Role,,,true,true,true
2025.09-LTS,DA.26.2.5,Entitlements - Access Control,,Manage Job Roles,Edit Custom Job Role,,,true,true,true
2025.09-LTS,DA.26.2.6,Entitlements - Access Control,,Manage Job Roles,List affected users,,,true,true,true
2025.09-LTS,DA.26.2.7,Entitlements - Access Control,,Manage Job Roles,Copy Reference Job Role/Custom Job Role,,,true,true,true
2025.09-LTS,DA.26.2.8,Entitlements - Access Control,,Manage Job Roles,"Define activation Start dates and End dates - for Reference Job Role,Custom Job Role",,,true,true,true
2025.09-LTS,DA.26.2.9,Entitlements - Access Control,,Manage Job Roles,More details - navigation to section with text related to Job Role usage,,,true,true,true
2025.09-LTS,DA.26.2.10,Entitlements - Access Control,,Manage Job Roles,Approve Job Role changes,,,true,true,true
2023.07,DA.26.7.1,Entitlements - Access Control,,Manage Users Permissions,View users in Service Agreement (including Job Roles assigned),,,true,true,true
2023.07,DA.26.7.2,Entitlements - Access Control,,Manage Users Permissions,Search for User in Service Agreement,,,true,true,true
2025.09-LTS,DA.26.7.3,Entitlements - Access Control,,Manage Users Permissions,Add/Remove user to/from custom Service Agreement,,,true,true,true
2025.09-LTS,DA.26.7.4,Entitlements - Access Control,,Manage Users Permissions,Generate Permission report (single user/ multiple users),,,true,true,true
2025.09-LTS,DA.26.7.5,Entitlements - Access Control,,Manage Users Permissions,Quick User Set Up - Remove all permissions from a user,,,true,true,true
2025.09-LTS,DA.26.7.6,Entitlements - Access Control,,Manage Users Permissions,Assign Job Role to a user,,,true,true,true
2025.09-LTS,DA.26.7.7,Entitlements - Access Control,,Manage Users Permissions,Add Account Group to Job Role assigned to a user,,,true,true,true
2025.09-LTS,DA.26.7.8,Entitlements - Access Control,,Manage Users Permissions,Remove Account Group from Job Role assigned to a user,,,true,true,true
2025.09-LTS,DA.26.7.9,Entitlements - Access Control,,Manage Users Permissions,Add a Payee Group to the Job Role and Account Group assigned to the user,,,true,true,true
2025.09-LTS,DA.26.7.10,Entitlements - Access Control,,Manage Users Permissions,Remove a Payee Group from the Job Role and Account Group assigned to the user,,,true,true,true
2025.09-LTS,DA.26.7.11,Entitlements - Access Control,,Manage Users Permissions,Disable/Enable self-approval rights,,,true,true,true
2025.09-LTS,DA.26.7.12,Entitlements - Access Control,,Manage Users Permissions,Enable self-approval rights with a threshold defined,,,true,true,true
2025.09-LTS,DA.26.7.13,Entitlements - Access Control,,Manage Users Permissions,View accounts in Account Group assigned to user,,,true,true,true
2025.09-LTS,DA.26.7.14,Entitlements - Access Control,,Manage Users Permissions,Search for account in Account Group assigned to user,,,true,true,true
2025.09-LTS,DA.26.7.15,Entitlements - Access Control,,Manage Users Permissions,View contacts in Payee Group assigned to a user,,,true,true,true
2025.09-LTS,DA.26.7.16,Entitlements - Access Control,,Manage Users Permissions,Enable or disable the Job Role assigned to the user,,,true,true,true
2025.09-LTS,DA.26.7.17,Entitlements - Access Control,,Manage Users Permissions,"Quick User Set Up - assign user with specified permissions, accounts and set user limits",,,true,true,true
2025.09-LTS,DA.26.7.18,Entitlements - Access Control,,Manage Users Permissions,Quick User Set Up - view the Job Role details,,,true,true,true
2025.09-LTS,DA.26.7.19,Entitlements - Access Control,,Manage Users Permissions,Quick user setup – search for an account,,,true,true,true
2025.09-LTS,DA.26.7.20,Entitlements - Access Control,,Manage Users Permissions,Quick  User Set Up - view discard modal (when canceling the operation),,,true,true,true
2025.09-LTS,DA.26.7.21,Entitlements - Access Control,,Manage Users Permissions,Quick User Set Up  - Copy user permissions,,,true,true,true
2025.09-LTS,DA.26.7.22,Entitlements - Access Control,,Manage Users Permissions,Quick User Set Up - Remove and Set Up new permissions,,,true,true,true
2025.09-LTS,DA.26.7.23,Entitlements - Access Control,,Manage Users Permissions,Quick User Set Up -  Add Permissions on top of existing permissions,,,true,true,true
2025.09-LTS,DA.26.7.24,Entitlements - Access Control,,Manage Users Permissions,Approval workflow for Manage Users permissions operations,,,true,true,true
2025.09-LTS,DA.26.7.25,Entitlements - Access Control,,Manage Users Permissions,Restrict bank employee permissions using Customer Access Group,,,true,true,true
2025.09-LTS,DA.26.7.26,Entitlements - Access Control,,Select Context,Possibility for User to select Service Agreement during log in,,,true,true,true
2025.09-LTS,DA.26.7.27,Entitlements - Access Control,,Select Context,Possibility for Admin to login in disabled Service Agreement,,,true,true,true
2025.09-LTS,DA.26.7.28,Entitlements - Access Control,,Select Context,Service Agreement purpose driven behaviour (possibility to not show Family Banking SAs in some cases),,,true,true,true
2025.09-LTS,DA.26.7.29,Entitlements - Access Control,,Switch Context,Switch Context using modal window,,,true,true,true
2025.09-LTS,DA.26.7.30,Entitlements - Access Control,,Switch Context,Switch Context using dropdown menu,,,true,true,true
2022.11,DA.25.1.1,Entitlements - Access Control,,Manage Legal Entities,Search for Legal Entity,,,true,true,true
2022.11,DA.25.1.2,Entitlements - Access Control,,Manage Legal Entities,View list of accessible Legal Entities,,,true,true,true
2022.11,DA.25.1.3,Entitlements - Access Control,,Manage Legal Entities,Manage Legal Entities limits,,,true,true,true
2022.11,DA.25.1.4,Entitlements - Access Control,,Manage Legal Entities,Manage Legal Entity and Business Function (PRV) limit,,,true,true,true
2022.11,DA.25.1.5,Entitlements - Access Control,,Manage Legal Entities,Search for a user,,,true,true,true
2025.09-LTS,DA.25.1.6,Entitlements - Access Control,,Manage Legal Entities,Manage limit on User,,,true,true,true
2025.09-LTS,DA.25.1.7,Entitlements - Access Control,,Manage Legal Entities,Create user,,,true,true,true
2025.09-LTS,DA.25.1.8,Entitlements - Access Control,,Manage Legal Entities,View the accounts that belong to a Legal Entity,,,true,true,true
2025.09-LTS,DA.25.1.9,Entitlements - Access Control,,Manage Legal Entities,Search for account that belong to a Legal Entity,,,true,true,true
2025.09-LTS,DA.25.1.10,Entitlements - Access Control,,Manage Legal Entities,See the Legal Entity details including its subsidiaries,,,true,true,true
2025.09-LTS,DA.25.1.11,Entitlements - Access Control,,Manage Legal Entities,Manage Customer Access Groups association with Legal Entity,,,true,true,true
2024.1,DA.26.8.1,Entitlements - Access Control,,Manage Customer Access Groups,Create Customer Access Group,,,true,true,true
2024.1,DA.26.8.2,Entitlements - Access Control,,Manage Customer Access Groups,Modify Customer Access Group,,,true,true,true
2024.1,DA.26.8.3,Entitlements - Access Control,,Manage Customer Access Groups,Delete Customer Access Group,,,true,true,true
2024.1,DA.26.8.4,Entitlements - Access Control,,Manage Customer Access Groups,View available Customer Access Groups,,,true,true,true
2024.1,DA.26.8.5,Entitlements - Access Control,,Manage Customer Access Groups,View bank employees users assigned with selected Customer Access Group,,,true,true,true
2024.1,DA.26.8.6,Entitlements - Access Control,,Manage Customer Access Groups,Search for Legal Entity assigned with selected Customer Access Group,,,true,true,true
2025.09-LTS,DA.26.8.7,Entitlements - Access Control,,Manage Customer Access Groups,More details - navigation to section with text related to Customer Access Group usage,,,true,true,true
2022.08-LTS or earlier,DA.26.5.1,Entitlements - Approvals,,Manage Approval workflows,View Approval levels,,,true,true,true
2022.08-LTS or earlier,DA.26.5.2,Entitlements - Approvals,,Manage Approval workflows,Create local Approval Level,,,true,true,true
2022.08-LTS or earlier,DA.26.5.3,Entitlements - Approvals,,Manage Approval workflows,View Approval Policies,,,true,true,true
2022.08-LTS or earlier,DA.26.5.4,Entitlements - Approvals,,Manage Approval workflows,Create local Approval Policy,,,true,true,true
2022.08-LTS or earlier,DA.26.5.5,Entitlements - Approvals,,Manage Approval workflows,View list of business functions not assigned or assigned with one or multiple approval policies,,,true,true,true
2022.08-LTS or earlier,DA.26.5.6,Entitlements - Approvals,,Manage Approval workflows,Search for Business Functions,,,true,true,true
2022.08-LTS or earlier,DA.26.5.7,Entitlements - Approvals,,Manage Approval workflows,Filter Business Functions list by State/ Category and sort the table,,,true,true,true
2022.08-LTS or earlier,DA.26.5.8,Entitlements - Approvals,,Manage Approval workflows,View policy assignment Details,,,true,true,true
2022.08-LTS or earlier,DA.26.5.9,Entitlements - Approvals,,Manage Approval workflows,Policy single assign – simple flow for financial and non-financial business functions,,,true,true,true
2025.04,DA.26.5.10,Entitlements - Approvals,,Manage Approval workflows,Policy bulk assign – simple flow for financial and non-financial business functions,,,true,true,true
2025.04,DA.26.5.11,Entitlements - Approvals,,Manage Approval workflows,"Policy single/bulk assign – complex flow for financial business functions (based on amount ranges, account group rules)",,,true,true,true
2025.09-LTS,DA.26.5.12,Entitlements - Approvals,,Manage Approval workflows,Policy single/bulk – unassign assigned policy,,,true,true,true
2025.09-LTS,DA.26.5.13,Entitlements - Approvals,,Manage Approval workflows,View table with the list of pending items the user can approve or reject,,,true,true,true
2025.09-LTS,DA.26.5.14,Entitlements - Approvals,,Manage Approval workflows,Review and approve/reject – manage Service Agreement related actions,,,true,true,true
2025.09-LTS,DA.26.5.15,Entitlements - Approvals,,Manage Approval workflows,Review and approve/reject – manage job role related actions,,,true,true,true
2025.09-LTS,DA.26.5.16,Entitlements - Approvals,,Manage Approval workflows,Review and approve/reject – manage Account Group related actions,,,true,true,true
2025.09-LTS,DA.26.5.17,Entitlements - Approvals,,Manage Approval workflows,Review and approve/reject - manage Payee Group related actions,,,true,true,true
2025.09-LTS,DA.26.5.18,Entitlements - Approvals,,Manage Approval workflows,Review and approve/reject - manage Permissions related actions,,,true,true,true
2025.09-LTS,DA.26.5.19,Entitlements - Approvals,,Manage Approval workflows,Review and approve/reject - Quick User Setup related actions,,,true,true,true
2025.09-LTS,DA.26.5.20,Entitlements - Approvals,,Manage Approval workflows,Review and approve/reject – manage Regular/Shadow Limits related actions,,,true,true,true
2025.09-LTS,DA.26.5.21,Entitlements - Approvals,,Manage Approval workflows,"Review and approve/reject – assign/unassign & edit policy (account group based, with logical operators, ranges, etc)",,,true,true,true
2025.09-LTS,DA.26.5.22,Entitlements - Approvals,,Manage Approval workflows,Manage global restriction,,,true,true,true
2025.09-LTS,DA.26.5.23,Entitlements - Approvals,,Manage Approval workflows,Manage local restriction,,,true,true,true
2025.09-LTS,DA.26.5.24,Entitlements - Approvals,,Manage Approval workflows,Integration APIs to set and assign approval policies and levels (define workflow),,,true,true,true
2025.09-LTS,DA.26.5.25,Entitlements - Approvals,,Manage Approval workflows,Integration APIs to retrieve assigned approval policies and levels,,,true,true,true
2025.09-LTS,DA.26.5.26,Entitlements - Approvals,,Manage Approval workflows,Create an approval request,,,true,true,true
2025.09-LTS,DA.26.5.27,Entitlements - Approvals,,Manage Approval workflows,Support multi-user approval workflows,,,true,true,true
2025.09-LTS,DA.26.5.28,Entitlements - Approvals,,Manage Approval workflows,Ability to add a comment while approving or rejecting an item,,,true,true,true
2025.09-LTS,DA.26.5.29,Entitlements - Approvals,,Manage Approval workflows,"Define an approval policy using ""AND"" and ""OR"" operators",,,true,true,true
2025.09-LTS,DA.26.5.30,Entitlements - Approvals,,Manage Approval workflows,The ability to edit an approval policy assignment (Simple & Complex) over single business function,,,true,true,true
2022.08-LTS or earlier,DA.26.6.1,Entitlements - Limits,,Manage Limits,View global limits,,,true,true,true
2022.08-LTS or earlier,DA.26.6.2,Entitlements - Limits,,Manage Limits,Edit global limits,,,true,true,true
2024.04,DA.26.6.3,Entitlements - Limits,,Manage Limits,Approve Global Limits changes,,,true,true,true
2025.09-LTS,DA.26.6.4,Entitlements - Limits,,Manage Limits,Ability to manage Transactional and Periodic Regular and Shadow Limits,,,true,true,true
2025.09-LTS,DA.26.6.5,Entitlements - Limits,,Manage Limits,Ability to consume and rollback Limits,,,true,true,true
2025.09-LTS,DA.26.6.6,Entitlements - Limits,,Manage Limits,Ability to generate breach report in case of Limit breach,,,true,true,true
2025.09-LTS,DA.26.6.7,Entitlements - Limits,,Manage Limits,"Ability to ingest limits settings in bulk (e.g., during migration)",,,true,true,true
2025.09-LTS,DA.26.6.8,Entitlements - Limits,,Manage Limits,Ability to manage rolling window limits,,,true,true,true
2025.09-LTS,DA.26.6.9,Entitlements - Limits,,Manage Limits,Ability to update and read limits via integration services,,,true,true,true
2025.09-LTS,DA.26.9.1,Entitlements - Access Control,,Access Control API,Ability to ingest entitlements entity (mostly in bulk),,,true,true,true
2025.09-LTS,DA.26.9.2,Entitlements - Access Control,,Access Control API,Ability for configure Assignable Permission Sets per Service Agreement (APS),,,true,true,true
2025.09-LTS,DA.26.9.3,Entitlements - Access Control,,Access Control API,Ability to manage customer segments,,,true,true,true
2023.05,DE.1.1.1,Create engagement,,Select type for marketing preferences,Select Engagement Type,,,false,true,true
2024.06,DE.1.1.2,Create engagement,,Select type for marketing preferences,Select Engagement Sub-type,,,false,true,true
2022.11,DE.1.2.1,Create engagement,,Set engagement details,Name the engagement,,,true,true,true
2022.11,DE.1.2.2,Create engagement,,Set engagement details,Set engagement start & end dates,,,true,true,true
2022.11,DE.1.2.3,Create engagement,,Set engagement details,Set locale,,,true,true,true
2023.05,DE.1.2.4,Create engagement,,Set engagement details,Add or remove channels,,,true,true,true
2024.08,DE.1.2.5,Create engagement,,Set engagement details,Set audience,,,true,true,true
2024.08,DE.1.2.6,Create engagement,,Set engagement details,Create draft engagement,,,true,true,true
2024.03-LTS,DE.1.3.1,Manage engagements,,End engagement early,End engagement early,,,true,true,true
2024.03-LTS,DE.1.4.1,Manage engagements,,Archive engagement,Archive an engagement,,,true,true,true
2023.12,DE.2.1.1,Banner,,Choose banner settings,Select banner start & end dates,,,true,true,true
2022.11,DE.2.1.2,Banner,,Choose banner settings,"Set banner priority as high, medium or low",,,true,true,true
2024.01,DE.2.2.1,Banner,,Select banner spaces,Select Single Banner space within banking apps,,,true,true,true
2022.11,DE.2.2.2,Banner,,Select banner spaces,Select Carousel banner space within banking apps,,,true,true,true
2022.11,DE.2.3.1,Banner,,Set up a banner creative,Upload banner creatives as HTML files,,,true,true,true
2023.07,DE.2.3.2,Banner,,Set up a banner creative,Download template to help in creation of a new banner creative,,,true,true,true
2024.03-LTS,DE.2.3.3,Banner,,Set up a banner creative,Select banner template,,,false,true,true
2024.03-LTS,DE.2.3.4,Banner,,Set up a banner creative,Edit the content of the banner template,,,false,true,true
2024.03-LTS,DE.2.3.5,Banner,,Set up a banner creative,Preview banner creative,,,true,true,true
2022.11,DE.2.4.1,Banner,,Set up banner routing,Set an external landing page URL,,,true,true,true
2022.11,DE.2.4.2,Banner,,Set up banner routing,Select an external URL to be opened in the same or new browser tab,,,true,true,true
2024.02,DE.2.4.3,Banner,,Set up banner routing,Select an internal URL to be opened in the web app,,,true,true,true
2024.02,DE.2.4.4,Banner,,Set up banner routing,Add an internal route to be opened in the mobile app with JSON,,,true,true,true
2024.03-LTS,DE.2.4.5,Banner,,Set up banner routing,Select a defined internal route with no code,,,false,true,true
2022.11,DE.3.1.1,Message Center,,Choose message settings,Set a time to start delivery of messages,,,false,true,true
2022.11,DE.3.2.1,Message Center,,Set up a message creative,Choose from a predefined set of templates,,,false,true,true
2022.11,DE.3.2.2,Message Center,,Set up a message creative,Edit the content of the message,,,false,true,true
2022.11,DE.3.2.3,Message Center,,Set up a message creative,Set the topic for the message,,,false,true,true
2022.11,DE.3.2.4,Message Center,,Set up a message creative,Preview message,,,false,true,true
2024.08,DE.3.2.5,Message Center,,Set up a message creative,Preview message delivery notification,,,false,true,true
2024.08,DE.3.3.1,Message Center,,Set up message routing,Set an external landing page URL,,,false,true,true
,,Message Center,,Set up message routing,Select an internal URL to be opened in the web app,,,false,true,true
,,Message Center,,Set up message routing,Add an internal route to be opened in the mobile app with JSON,,,false,true,true
,,Message Center,,Set up message routing,Select a defined internal route with no code,,,false,true,true
2024.08,DE.4.1.1,Push engagement notification,,Choose notification settings,Set a time to start delivery of push notifications,,,false,true,true
2024.08,DE.4.2.1,Push engagement notification,,Set up a notification creative,Edit the title or body of the push notification,,,false,true,true
